session_id,y_score,z_forward,head_tilt,ear_z_offset,baseline_y_score,baseline_z_forward,baseline_head_tilt,baseline_ear_z_offset,label
20260804215610,0.7646228271808795,-0.9760937015528472,0.0025707947562495,-0.2294552062562245,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.7423730337058848,-0.9581776384341628,0.0071408339628691,-0.2215727239206775,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.7420752121607418,-0.9692678683137292,0.0064258185111813,-0.2281446740411205,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.7214831666442826,-0.9685833051519066,0.0098853463854958,-0.2243587523212146,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.716797941434883,-0.955827936890898,0.009491552385813,-0.2194368036269395,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.7038414090613678,-0.9249354002226392,0.0067711245476656,-0.2140155021839032,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.7102021274735968,-0.9262363778916566,0.0074502269047593,-0.2077105162140201,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.7106440374653109,-0.9422627208048826,0.0067745857797484,-0.2208114715551411,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.7121016644537017,-0.9541785634750533,0.0046436108032834,-0.2249868358466978,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.7231103028895047,-0.934130611290678,0.003965966693565,-0.2217873484474489,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.7269380813599249,-0.9371463734601092,0.0051886903404113,-0.2178741772269326,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.7238670768164037,-0.933108245724154,0.0038053804273277,-0.2224416486288916,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.7168655831339839,-0.9470106121649664,0.0045456904278387,-0.2213450663477759,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.7171976338844174,-0.9536377449201408,0.0047209647909578,-0.2287840455751388,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.7097256019886519,-0.9563238831988438,0.0029288387863318,-0.2345190162458956,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.7313903093394704,-0.9625390635398487,0.0025687675465397,-0.2287273749556895,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
20260804215610,0.8341005521104747,-0.9481514912994228,0.0127001564845271,-0.1876192560503906,0.6928251663743494,-1.240276856022733,0.0226333272634692,-0.3492890162257414,0
